response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.97,0.4402,0.2626,0.4324,10/28/18 22:06
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Cell,1,0.8891,0.3734,0.1844,0.368,10/28/18 22:08
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Mecklenburg,18 to 34,White,50 to 85 percent,Cell,1,0.8187,1.5762,1.3841,1.6007,10/28/18 22:10
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,0.8889,0.8692,0.5521,0.2619,0.5401,10/28/18 22:16
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Rest,50 to 64,White,85 percent or higher,Cell,1,0.97,0.5491,0.238,0.5365,10/28/18 22:16
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.9389,1.5247,0.8445,1.4936,10/28/18 22:23
3,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Cell,0,0.9355,1.3524,0.7923,1.2012,10/28/18 22:25
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,35 to 49,White,50 to 85 percent,Cell,1,0.5646,0.6361,0.7146,0.6379,10/28/18 22:35
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,Unknown,85 percent or higher,Cell,1,0.97,1.2079,0.513,1.1863,10/28/18 23:51
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.8432,1.1785,0.8348,1.1698,10/28/18 23:51
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Mecklenburg,50 to 64,Black,50 to 85 percent,Cell,1,0.7283,1.1326,0.638,1.1077,10/28/18 23:53
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9307,0.8182,0.3695,0.8022,10/28/18 23:54
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.9301,0.4915,0.3251,0.482,10/29/18 0:04
Dem,50 to 64,Bachelors' degree,Hispanic,Male,White,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Mecklenburg,50 to 64,Other Non-White,Less than 50 percent,Cell,1,0.185,1.3268,2.9527,1.5777,10/29/18 0:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,0.3962,0.1726,0.3871,10/29/18 0:10
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.9376,0.4111,0.1939,0.3978,10/29/18 0:12
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.97,1.2615,0.4949,1.2389,10/29/18 0:21
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.8538,0.4828,0.2983,0.4861,10/29/18 0:30
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9363,0.8187,0.2961,0.8092,10/29/18 0:39
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,Union,50 to 64,White,85 percent or higher,Cell,1,0.8778,0.7821,0.382,0.7829,10/29/18 0:58
Rep,50 to 64,Graduate or Professional Degree,Other,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,Rest,50 to 64,Other Non-White,Less than 50 percent,Cell,1,0.4412,0.8064,0.7726,0.9449,10/29/18 1:00
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Union,35 to 49,White,85 percent or higher,Cell,1,0.9455,0.8905,0.6891,0.8718,10/29/18 1:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Union,65 and older,White,85 percent or higher,Landline,1,0.9251,1.2881,0.8596,1.276,10/29/18 1:10
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Rest,35 to 49,White,50 to 85 percent,Cell,1,0.7465,0.6865,0.5387,0.7112,10/29/18 1:17
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.97,0.5938,0.2232,0.5802,10/29/18 1:17
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,35 to 49,White,Less than 50 percent,Cell,1,0.3388,0.747,1.8781,0.8024,10/29/18 1:23
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,[DO NOT READ] Don't know/Refused,Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.97,0.7538,0.3177,0.7403,10/29/18 1:24
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Male,Not at all likely,Democrat,Nonwhite,Rest,18 to 34,Black,Less than 50 percent,Cell,0.7778,0.3616,1.0886,4.3358,0.5811,10/29/18 1:33
3,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.8282,0.4634,0.2583,0.4695,10/29/18 1:34
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,0.8889,0.8013,1.0626,0.5884,1.0477,10/29/18 1:35
Dem,35 to 49,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Rest,35 to 49,Black,50 to 85 percent,Cell,1,0.5627,1.0655,1.5069,1.1309,10/29/18 1:38
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.6165,0.8977,0.7631,0.9372,10/29/18 1:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.9385,0.8441,0.3548,0.8339,10/29/18 1:55
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Union,50 to 64,White,Less than 50 percent,Cell,1,0.2842,1.8978,4.6416,2.317,10/29/18 1:57
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,18 to 34,White,Less than 50 percent,Cell,1,0.4831,1.1553,2.063,1.3238,10/29/18 2:09
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,1.0801,0.5464,1.0476,10/29/18 21:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.9689,0.9061,0.5263,0.8901,10/29/18 21:35
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.779,0.7939,0.5002,0.8148,10/29/18 21:38
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,0.6104,0.2941,0.5995,10/29/18 21:39
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Rest,35 to 49,Black,50 to 85 percent,Landline,1,0.7008,1.7929,1.8973,1.7592,10/29/18 21:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.9625,0.6666,0.265,0.6517,10/29/18 21:41
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.7713,0.7919,0.7105,0.7966,10/29/18 21:47
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.9337,0.6104,0.305,0.5983,10/29/18 21:49
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,50 to 85 percent,Landline,1,0.7351,0.5916,0.3071,0.5996,10/29/18 21:49
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,35 to 49,White,50 to 85 percent,Cell,0.7778,0.6116,0.7782,0.5645,0.7252,10/29/18 21:51
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Landline,1,0.97,1.3991,0.737,1.3741,10/29/18 21:52
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,50 to 64,Black,Less than 50 percent,Cell,1,0.395,0.8363,1.3847,1.0078,10/29/18 21:53
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,35 to 49,Black,85 percent or higher,Cell,1,0.9645,1.0431,0.9183,1.0255,10/29/18 21:53
Dem,65 and older,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Union,65 and older,Black,85 percent or higher,Cell,1,0.8775,0.4824,0.3772,0.4829,10/29/18 21:55
Und,[DO NOT READ] Refused,Grade school,Unknown,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Not at all likely,or as a member of another political party,Nonwhite,Rest,50 to 64,Unknown,85 percent or higher,Landline,0,0.9457,1.5904,0.8872,1.0735,10/29/18 21:56
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,50 to 85 percent,Cell,1,0.6419,2.4047,1.6672,2.4929,10/29/18 21:57
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.8691,1.0094,0.6454,0.977,10/29/18 21:59
Dem,35 to 49,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Rest,35 to 49,White,85 percent or higher,Cell,1,0.9559,0.3948,0.237,0.3862,10/29/18 22:00
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Rest,18 to 34,White,85 percent or higher,Cell,0.8889,0.9381,0.4872,0.3425,0.4678,10/29/18 22:01
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.949,0.663,0.2707,0.6536,10/29/18 22:01
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,Union,50 to 64,Black,85 percent or higher,Cell,1,0.9655,0.5925,0.3748,0.5823,10/29/18 22:02
Rep,65 and older,Bachelors' degree,Black,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,65 and older,Black,85 percent or higher,Cell,1,0.97,0.6456,0.4133,0.6341,10/29/18 22:03
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Already voted,Independent (No party),Nonwhite,Mecklenburg,50 to 64,Black,85 percent or higher,Cell,1,0.9516,2.275,1.4758,2.2418,10/29/18 22:03
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,Rest,65 and older,Black,Less than 50 percent,Cell,1,0.3425,0.6635,1.7819,0.8297,10/29/18 22:04
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9465,0.4524,0.2026,0.4428,10/29/18 22:04
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Rest,50 to 64,White,Less than 50 percent,Cell,1,0.315,1.249,2.5601,1.4907,10/29/18 22:05
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,Black,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Rest,50 to 64,Black,85 percent or higher,Cell,1,0.9219,0.5877,0.3158,0.5404,10/29/18 22:08
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Other,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.8746,0.9342,0.4531,0.9359,10/29/18 22:12
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Rest,18 to 34,White,85 percent or higher,Cell,1,0.9449,0.8102,0.5843,0.7994,10/29/18 22:13
Dem,35 to 49,Bachelors' degree,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,Mecklenburg,35 to 49,Black,Less than 50 percent,Cell,1,0.4291,1.3198,2.4559,1.5575,10/29/18 22:16
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,Nonwhite,Rest,35 to 49,Black,50 to 85 percent,Cell,1,0.8296,1.7929,1.6048,1.5437,10/29/18 22:22
Dem,65 and older,Bachelors' degree,Black,Male,Black,Approve,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.9606,0.3875,0.2584,0.3812,10/29/18 22:23
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Landline,1,0.9528,1.4596,0.7705,1.4279,10/29/18 22:24
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Landline,1,0.8934,1.0657,0.5378,1.0498,10/29/18 22:25
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9219,1.6385,0.9447,1.6081,10/29/18 22:25
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,Less than 50 percent,Cell,0.8889,0.371,1.4323,2.2718,1.4442,10/29/18 22:25
Dem,65 and older,High school,Black,Male,Black,Don't know,Don't know,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.9406,1.03,0.842,1.0088,10/29/18 22:32
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,Mecklenburg,50 to 64,Unknown,85 percent or higher,Cell,1,0.97,1.3287,0.4685,1.3049,10/29/18 22:32
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",Mecklenburg,65 and older,Unknown,85 percent or higher,Cell,1,0.97,1.3005,0.7147,1.2772,10/29/18 22:35
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9424,0.5938,0.2294,0.5747,10/29/18 22:36
3,50 to 64,High school,White,Female,White,Approve,Dems. take House,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,50 to 85 percent,Cell,0.7778,0.6029,2.3573,1.5788,2.1973,10/29/18 22:39
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,1,0.9383,0.3663,0.1895,0.3589,10/29/18 22:40
Und,65 and older,Some college or trade school,Other,Female,Other,Disapp.,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Rest,65 and older,Other Non-White,Less than 50 percent,Cell,1,0.1984,2.2347,6.4326,2.9631,10/29/18 22:43
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Rest,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.6788,0.5329,0.314,0.5637,10/29/18 22:45
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,0,0.8628,1.6385,1.0084,1.376,10/29/18 22:47
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),Nonwhite,Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.838,0.6315,0.3637,0.6382,10/29/18 22:48
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Union,50 to 64,Other Non-White,50 to 85 percent,Cell,0.7778,0.6052,1.5293,1.0355,1.4253,10/29/18 22:53
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Union,35 to 49,White,Less than 50 percent,Landline,1,0.4625,1.0542,1.6081,1.0833,10/29/18 22:54
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.97,1.3615,0.4901,1.3205,10/29/18 23:00
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Landline,1,0.97,0.6836,0.3181,0.6714,10/29/18 23:00
Dem,18 to 34,High school,Black,Female,Black,Don't know,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,18 to 34,Black,Less than 50 percent,Cell,1,0.4464,3.2802,10.0032,3.8327,10/29/18 23:02
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Landline,1,0.9519,0.8677,0.4638,0.849,10/29/18 23:02
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Rest,35 to 49,Black,85 percent or higher,Cell,0,0.9548,0.5157,0.3591,0.4525,10/29/18 23:03
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.8892,1.0657,0.5403,1.064,10/29/18 23:04
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.7371,0.9374,0.7404,0.9737,10/29/18 23:05
